word	lang	translation	tags	form_of	etymology	pos	vform	case	gender	number	other
мами	rom	бабушка	ж.		греч. μάμμη (ж.) бабушка	NOUN			f		
мамо, маму, мамолэ	rom	бабушка		зват. ф. к мами		NOUN					
мамулэ	rom	бабушка		зват. ф. к мами		NOUN					
мамьякэ	rom	бабушке		дат ед. к мами		NOUN					
ман	rom	меня		вин. к мэ		PRON					
манг	rom	проси	повел.		снскр. mārg-	VERB	IMPER				
мангав, мангава	rom	прошу, молю				VERB					
мангаса	rom	попросишь				VERB					
мангачё	rom	попрошайка	м.			NOUN			m		
мангачи	rom	попрошайки		мн. к мангачё		NOUN					
манглэ	rom	попросили				VERB					
мангья	rom	просил[а], попросил[а]				VERB					
мангэ	rom	мне		дат. к мэ		PRON					редко манге
мангэла	rom	просит	гл. пер.			VERB	TRAN				
мангэлпэ	rom	просится	гл. неп.			VERB	INTR				
мандыр	rom	от меня		отл. к мэ		unknown					редко мандэр
мандэ	rom	[у] меня, во мне		местн. к мэ		PRON					
мануш	rom	человек	м.		снскр. тапи$а (м.)	NOUN			m		
мануша	rom	люди		мн. к мануш		NOUN					
манушая	rom	люди, см. мануша				NOUN					
манушваро	rom	милый, красивый	прил.			ADJ					
манушваринько	rom	миленький, красивенький	прил.			ADJ					
манушваринькэс	rom	красивенько	нар.			ADVB					
манушэн	rom	людей		вин. мн. к мануш		NOUN					
манушэнгэ	rom	людям		дат. мн. к мануш		NOUN					
манушэстэ	rom	у человека		местн. ед. к мануш		unknown					
мар	rom	бей	повел.		снскр. mār(ay)- ломать	VERB	IMPER				
мардо	rom	рубль, час	м.			NOUN			m		
мардо	rom	побит	прич.			PRTCP					
мардэ	rom	побили				VERB					
мардя	rom	бил[а]				VERB					
маро	rom	наш, см. амаро				ADJ					
маро	rom	хлеб	м.		снскр. maṇḍaka (м.) каша	NOUN			m		
марьятыр	rom	см. амарьятыр				unknown					
марэл, марэла	rom	бъет, стучит, ударит	гл. пер.			VERB	TRAN				
марэлас	rom	бил[а]				VERB					
марэлпэ	rom	бъется	гл. неп.			VERB	INTR				
марэна	rom	бьют				VERB					
марэнпэ	rom	бьются, дерутся, борются				VERB					
марэнти	rom	бейте	повел.			VERB	IMPER				
марэс, марэса	rom	бъешь				VERB					
мас	rom	мясо, тело	м.		снскр. mańsá (ср.) плоть	NOUN			m		
масуно	rom	мясной	прил.			ADJ					
мато	rom	пьян, пьяный	прил.		снскр. mattá	ADJ					
матыдыр, матэдыр	rom	пьянее	сравн.			COMP					
матыём	rom	опьнел[а]			от матювава, матёвава	NOUN					
матэ	rom	пьяные		мн. к мато		NOUN					
мачё	rom	рыба	м.		снскр. mátsya (м.) рыба	NOUN			m		
мачяри	rom	рыбак	м.			NOUN			m		
машкир	rom	среди	нар.		пенджабск. vickār между	ADVB					
машкиро	rom	между, среди	предл. с местн.		с артиклем о	PREP					с местн.
машкирэ	rom	между, среди	предл. с местн.		с артиклем э	PREP					с местн.
машкирал	rom	между, посреди	нар.			ADVB					
мечтаинэ, мечтвинэла	rom	мечтает	гл. неп.		русск.	VERB	INTR				
минутка	rom	минутка	ж.			NOUN			f		
мири, мри	rom	моя, принадлежащая мне		им. ед. ж. ф. принадл. к мэ		ADJ					
миро, мро	rom	мой, принадлежащий мне		им. ед. м. ф. принадл. к мэ		ADJ					
мирэ, мрэ	rom	мой, моя, мои		завис. ф. принадл. к мэ при сущ.		ADJ					
мирэ, мрэ	rom	мой, принадлежащие мне		им. мн. м. ф. принадл. к мэ		ADJ					
мишто, миштэс	rom	хорошо	нар.		снскр. miṣ́ṭa вкусный	ADVB					
миштыпэ, миштыпэн	rom	добро, богатство	м.			ADVB			m		
миштыпэна	rom	богатства		мн. к миштыпэн		NOUN					
могискираса	rom	можем			слав. мог- + цыг. кэр-	VERB					
модна	rom	модные		мн. к модно		ADJ					
модно	rom	модный, -ая	прил.			ADJ					
можынаса	rom	можем			слав.	VERB					
можынэ, можынэл, можынэла	rom	может	гл. неп.			VERB	INTR				
моло	rom	раз	м.		нем. Ма! (ср.)	NOUN			m		
молы	rom	разы		мн. к моло		NOUN					
момэлы	rom	свеча	ж.		от мом (м.) воск, др.-арм., хинди mom	NOUN			f		
мордо	rom	помыт	прич.		к морэла	PRTCP					
мордэ	rom	помыли				VERB					
морибнытко	rom	относящийся к мытью	прил.			ADJ					
морэ	rom	обращение к цыгану			южно-слав. мōре, греч. μωρέ!	unknown					
морэла	rom	моет	гл. пер.		снскр. mrád- тереть	VERB	TRAN				
морэнпэ	rom	мойтесь	повел.			VERB	IMPER				
моря	rom	море	ж.		слав.	NOUN			f		
мосто	rom	мост	м.		слав.	NOUN			m		
мостыр	rom	[от] лица		отл. к муй		NOUN					
мр-	rom	см. мир-				unknown					
мразо	rom	мороз	м.		слав.	NOUN			m		
мразындло	rom	озябший	прил.			ADJ					
мразякирна	rom	заморозят				VERB					
мри	rom	моя				ADJ					
мро	rom	мой				ADJ					
мроко	rom	мрак	м.		пол.	NOUN			m		
мрэ	rom	мои				ADJ					
мрэ	rom	мой, моя, мои	завис. ф. при сущ.			ADJ					завис. ф. при сущ.
муй	rom	лицо, рот	м.		снскр. múkha (ср.) лицо, рот	NOUN			m		
муло	rom	умерший, мертвый	прич. и прил.		снскр. mṛtá (м.)	PRTCP;ADJ					
мулэ	rom	умерли				VERB					
мулэ	rom	умершие		мн. к муло		NOUN					
мулэ	rom	умерший, -ая, ие		завис. ф. к муло при сущ.		NOUN					
муравьё	rom	муравей = кир	м.		русск.	unknown			m		
муравьёс	rom	муравья		вин. ед. к муравьё		NOUN					
муравьи	rom	муравьи		мн. к муравьё		NOUN					
муравэласпэ	rom	брился				VERB					
муравэнпэ	rom	бреются			снскр. muṇḍ(ау)- быть бритым	VERB					
мурдякирдя	rom	погасил[а]			к мурд(я) + кир-/кэр-	VERB					
мури	rom	ягоды	мн.			NOUN				pl	
мура	rom	ягода	ж.		греч. μου̃ρο (ср.)	NOUN			f		
мурш	rom	мужчина, удалец	м.		снскр. púruṣ̌a (м.)	NOUN			m		
мурша	rom	мужчины, молодцы		мн. к мурш		NOUN					
муршэса	rom	мужчиной		тв. ед. к мурш		NOUN					
муршэскэ	rom	мужчине		дат. ед. к мурш		NOUN					
муршэстэ	rom	[у] мужчины		местн. ед. к мурш		NOUN					
мутин	rom	жемчуг, жемчужина	ж.		снскр. muktā (ж.)	NOUN			f		
мыём	rom	умер[ла]			к мэрава	VERB					
мынэ	rom	умерли				VERB					
мыца	rom	кошка	ж.		румынск. тйа (ж.)	NOUN			f		
мыцатыр	rom	кошки		отл. ед. к мыца		NOUN					
мыя	rom	умер, умерла			к мэрэла	VERB					
мэ	rom	см. амэ				unknown					
мэ	rom	см. мэк				unknown					
мэ	rom	я	мест.		снскр. me меня (вин.)	PRON					
мэ сом	rom	я есть				INTJ					
мэём	rom	умер[ла]				VERB					
мэк, мэ	rom	пусть, пускай	част.		снскр. mokṣ̌(ay)- отпустить	PRCL					
мэклэ	rom	пустили				VERB					
мэкья	rom	пустил[а]				VERB					
мэкэла	rom	пускает	гл. пер.			VERB	TRAN				
мэл	rom	грязь	ж.		снскр. mála (м.) грязь	NOUN			f		
мэндро	rom	мудрый, умный	прил.		пол.	ADJ					
мэнта	rom	минута	ж.			NOUN			f		
мэнька	rom	мука, мучение	ж.		пол. męka (ж.)	NOUN			f		
мэньки	rom	муки, мучения		мн. к мэнька		NOUN					
мэрав, мэрава	rom	умру			снскр. mar- умереть	VERB					
мэраса	rom	умрём				VERB					
мэраява	rom	см. мэрава				unknown					
мэрэл, мэрэла	rom	умирает	гл. неп.			VERB	INTR				
на	rom	не, ударная при повел. ф. и в инфинитиве	част.		снскр. ná, nā́ не, нет	PRCL					
на кхэлпэ	rom	не играйся	перенос ударения на отрицание при повелит. ф.			unknown					перенос ударения на отрицание при повелит. ф.
на мори	rom	не мыв, не мывшись	деепр.			GRND					
на пасии	rom	не полежавши	деепр.			GRND					
на пии	rom	не пивши	деепр.			GRND					
на похаи	rom	не поевши	деепр.			GRND					
на пхэни	rom	не сказав	деепр.			GRND					
на суви	rom	не спавши	деепр.			GRND					
на хаи	rom	не евши	деепр.			GRND					
набари	rom	небольшая		ж. к набаро	от на не + баро большой	ADJ					
набут	rom	немного, мало	нар.		от на не + бут много	ADVB					
набутка	rom	немножко	нар.		от набут + русск. -ка	ADVB					
навстречу	rom	навстречу	предл., с дат.			PREP					с дат.
навяза-яласа	rom	навязалась (растяжка слогов в пении) русск.				unknown					
наґара	rom	недавно	нар.		от на не + ґара давно	ADVB					
надур	rom	недалеко	нар.		от на не + дур далеко	ADVB					
надыкхи прэ	rom	несмотря на	предл. с местн.			PREP					с местн.
